clean_train_acc,adv_train_acc,clean_train_loss,adv_train_loss,train_acc,train_loss,clean_val_acc,adv_val_acc,clean_val_loss,adv_val_loss,val_acc,val_loss,curr_epoch
0.10610526315789473,0.09338947368421052,3.8252094073044627,3.9015570304268286,0.09974736842105263,3.863383225390786,0.15400000000000003,0.0796,3.4700787258148194,4.111874465942383,0.1168,3.7909765815734864,0
0.2272631578947369,0.188,3.0978676544992547,3.2896418230157147,0.20763157894736842,3.1937547392594188,0.264,0.15600000000000003,2.946168508529663,3.6597438716888426,0.21,3.3029561614990235,1
0.33263157894736844,0.2568,2.573040993841071,2.9075215229235196,0.2947157894736842,2.740281259135196,0.3532,0.21520000000000003,2.510675573348999,3.2835287380218507,0.2842,2.8971021366119385,2
0.4011368421052632,0.30818947368421057,2.245223251643934,2.633498111775047,0.35466315789473685,2.43936068459561,0.38760000000000006,0.21239999999999998,2.287185492515564,3.335012226104736,0.3,2.8110988330841065,3
0.4506947368421053,0.3374526315789474,2.0255122799622387,2.4891289984552483,0.3940736842105263,2.257320634440372,0.43080000000000007,0.2408,2.129546813964844,3.1411268520355224,0.3358,2.6353368377685547,4
0.48983157894736845,0.3660421052631579,1.860738246315404,2.3380047481938413,0.4279368421052631,2.0993714939920527,0.47159999999999996,0.22880000000000003,1.9874424266815185,3.5545767402648925,0.3502,2.771009578704834,5
0.5227157894736842,0.38987368421052637,1.719450707184641,2.227829437506826,0.4562947368421053,1.973640069208647,0.46,0.2564,1.989584312438965,3.1317700481414796,0.3582000000000001,2.560677156448364,6
0.5496421052631578,0.4192,1.6042364715275013,2.0935824047891716,0.484421052631579,1.8489094365270515,0.49999999999999994,0.2924,1.8085849714279174,3.0471032667160034,0.3962,2.42784414768219,7
0.5742105263157895,0.43,1.5050297797353644,2.0457401762510603,0.5021052631578947,1.7753849774912784,0.5116,0.26680000000000004,1.7612187051773072,3.2127082443237303,0.38919999999999993,2.486963458061218,8
0.593621052631579,0.4553684210526316,1.428469830312227,1.934420670710112,0.5244947368421053,1.6814452492563348,0.522,0.2808,1.723310613632202,3.3029367542266845,0.4014,2.5131236696243286,9
0.6115157894736842,0.4644,1.3531414390865124,1.8889066056201333,0.5379578947368421,1.6210240251139592,0.5536,0.2808,1.630959153175354,3.2961124563217163,0.4172,2.4635357999801637,10
0.6289052631578947,0.4853052631578947,1.2862323499980726,1.8057488376215884,0.5571052631578948,1.5459905938098306,0.5284,0.2788,1.7701438570022583,3.416049070358276,0.4036,2.5930964803695677,11
0.6449473684210527,0.49957894736842107,1.2247673665849785,1.7408370856234903,0.5722631578947369,1.48280222666891,0.57,0.2868,1.6270334148406982,3.230388193130493,0.42840000000000006,2.428710765838623,12
0.656357894736842,0.5090736842105263,1.181432443167034,1.712029239503961,0.5827157894736843,1.446730839076795,0.5632,0.2612,1.597699728012085,3.626737985610962,0.4121999999999999,2.6122188711166383,13
0.6679999999999999,0.5211578947368422,1.1361536327161288,1.6621071219444274,0.5945789473684212,1.3991303767656025,0.5771999999999999,0.3016,1.574988512992859,3.1626133251190187,0.43939999999999996,2.3688009071350096,14
0.6829052631578947,0.5303789473684211,1.0879060855664704,1.6184882056085688,0.606642105263158,1.3531971488500896,0.5771999999999999,0.2676,1.5931451034545898,3.8080791664123534,0.42239999999999994,2.7006121110916137,15
0.6931157894736842,0.5408631578947368,1.0437950932352167,1.5806642849821793,0.6169894736842105,1.3122296887949894,0.5644,0.2588,1.6607916069030761,4.058585934638977,0.4116,2.8596887588500977,16
0.7034315789473684,0.5564421052631578,1.0047060095636469,1.5091939406645924,0.6299368421052631,1.2569499782512064,0.5783999999999999,0.3108,1.6019823217391969,3.445246419906616,0.44459999999999994,2.523614373207092,17
0.7106947368421054,0.5597263157894737,0.9746674508797495,1.5008647859723945,0.6352105263157896,1.237766119555423,0.5828,0.2784,1.5820244121551514,4.047141556739807,0.43060000000000004,2.8145829820632935,18
0.7201473684210528,0.5673894736842107,0.9445491662778353,1.4708435355989558,0.6437684210526315,1.2076963508756537,0.5668,0.3156,1.74725501537323,3.452599115371704,0.44120000000000004,2.5999270486831665,19
0.7269684210526316,0.5828210526315789,0.909588209704349,1.4014342126093413,0.6548947368421052,1.155511210466686,0.6116,0.2596,1.53984628200531,4.597362322807312,0.43559999999999993,3.0686043167114256,20
0.7365473684210526,0.5814315789473683,0.8785882116618909,1.4010586271787944,0.6589894736842105,1.1398234191693757,0.604,0.3096,1.510762505531311,3.7841322135925295,0.4568,2.647447357177734,21
0.7424421052631579,0.5906526315789472,0.8467215783972489,1.362810789785887,0.6665473684210527,1.1047661845307601,0.5792,0.2932,1.6438618659973145,4.099563450813293,0.4362,2.8717126655578613,22
0.7520842105263157,0.6023578947368421,0.8175211166080676,1.3230570332627547,0.6772210526315788,1.0702890737433182,0.6028,0.26159999999999994,1.5353581047058105,4.351178846359253,0.4322,2.943268475532532,23
0.7586736842105263,0.6095157894736841,0.7963985336454291,1.302675095106426,0.6840947368421052,1.04953681519157,0.5908,0.2748,1.6218961095809936,4.297621774673462,0.43279999999999996,2.959758954048157,24
0.7679157894736842,0.6084421052631579,0.7640813380166104,1.2985975894175077,0.688178947368421,1.0313394638111717,0.6012,0.24959999999999996,1.5734935522079467,4.606692514419556,0.4254,3.0900930070877077,25
0.7714315789473685,0.6231368421052632,0.743540173329805,1.2458880309054725,0.6972842105263158,0.9947141032469901,0.59,0.3004,1.6377122831344604,4.20667456150055,0.44520000000000004,2.92219340801239,26
