clean_train_acc,adv_train_acc,clean_train_loss,adv_train_loss,train_acc,train_loss,clean_val_acc,adv_val_acc,clean_val_loss,adv_val_loss,val_acc,val_loss,curr_epoch
0.6167394713261648,0.28128500224014336,1.1156808413485044,1.876969850191506,0.44901223678315416,1.4963253419245444,0.6792279411764706,0.32732077205882354,0.9271925687789917,1.8169432878494263,0.5032743566176471,1.3720679223537444,0
0.6918332773297492,0.3341383848566308,0.9351806512442968,1.749289273574788,0.51298583109319,1.3422349595254468,0.6998851102941177,0.33708639705882354,0.8655240863561631,1.7697468817234039,0.5184857536764705,1.3176354944705964,1
0.7207941308243728,0.35086245519713266,0.869765026915458,1.700073702040539,0.5358282930107527,1.2849193638370884,0.7038373161764706,0.3255514705882353,0.8539372861385346,1.8155251741409302,0.5146943933823529,1.3347312331199646,2
0.7317848342293907,0.3609150985663082,0.8318221726084268,1.6731002160938837,0.5463499663978495,1.2524611965943409,0.744140625,0.3590992647058823,0.7800953090190887,1.7336132287979127,0.5516199448529412,1.2568542540073395,3
0.7451206877240143,0.37264784946236557,0.801382435906318,1.647045745324063,0.55888426859319,1.2242140923776934,0.7329044117647059,0.34733455882352937,0.7661370038986206,1.758438801765442,0.5401194852941177,1.2622879028320313,4
0.7547323028673836,0.3794592853942652,0.7774120702217984,1.6266083669277929,0.5670957941308243,1.2020102200969573,0.7432674632352941,0.35861672794117644,0.7783112108707428,1.7820158362388612,0.5509420955882354,1.2801635086536407,5
0.7646309363799283,0.3858086917562724,0.7543159846657066,1.608998086824212,0.5752198140681004,1.1816570348637079,0.7345128676470588,0.3741038602941177,0.7606428265571594,1.718036514520645,0.5543083639705882,1.2393396615982055,6
0.7679351478494624,0.3910030241935484,0.735952710111936,1.593552033106486,0.5794690860215054,1.164752370567732,0.7566865808823529,0.37575827205882356,0.7192652225494385,1.6928906977176665,0.5662224264705882,1.2060779511928559,7
0.7766507056451613,0.3954273073476703,0.7216656100685879,1.580003018661212,0.5860390064964157,1.1508343165279717,0.7536994485294117,0.35861672794117644,0.7404309391975403,1.725814151763916,0.5561580882352941,1.2331225454807282,8
0.7799969198028674,0.4004256272401434,0.7078787509792595,1.5719715885577663,0.5902112735215054,1.139925167284986,0.7726102941176471,0.36950827205882353,0.7134488999843598,1.6669833064079285,0.5710592830882353,1.1902161061763763,9
0.7892935147849462,0.402945788530466,0.690156929275041,1.557261638102993,0.5961196516577061,1.1237092865731126,0.7609834558823529,0.36978400735294115,0.7075338542461396,1.7191416800022126,0.5653837316176471,1.213337779045105,10
0.7915756608422938,0.4062009968637993,0.6798794518715592,1.5493504770340458,0.5988883288530467,1.114614960487171,0.7721737132352942,0.37892922794117645,0.6813155621290207,1.6873741567134857,0.5755514705882353,1.1843448638916017,11
0.7949778785842293,0.4117523521505376,0.6689885369231624,1.538807132231292,0.6033651153673835,1.1038978332152931,0.7717830882352941,0.37424172794117644,0.6837103694677353,1.6876532018184662,0.5730124080882353,1.1856817781925202,12
0.8002772177419355,0.4128724238351254,0.6588923726831714,1.5316149211058052,0.6065748207885305,1.0952536457328386,0.7722196691176471,0.3708180147058823,0.6752919644117356,1.6898182213306427,0.5715188419117647,1.1825550884008407,13
0.8014252912186379,0.41730370743727596,0.6513254523117055,1.521571630752215,0.609364499327957,1.086448539809514,0.7579044117647059,0.37306985294117645,0.6879082947969437,1.725266981124878,0.5654871323529412,1.2065876364707946,14
0.8059265793010753,0.41795474910394265,0.6416282586513027,1.5148376485993784,0.611940664202509,1.0782329555480712,0.7880514705882353,0.3734604779411764,0.6552272528409958,1.6927680611610412,0.5807559742647059,1.173997664451599,15
0.8100988463261648,0.4198308691756273,0.63226135323445,1.5089672291150658,0.614964857750896,1.0706142930574314,0.7702665441176471,0.3745863970588236,0.6773159384727478,1.7206895291805266,0.5724264705882354,1.1990027368068694,16
0.8130110327060932,0.42357610887096775,0.6238497560543399,1.4997794666597921,0.6182935707885305,1.0618146162840627,0.7818474264705882,0.3762408088235294,0.659115320444107,1.7071862459182738,0.5790441176470588,1.1831507802009582,17
0.8150761648745519,0.42653729838709675,0.6163827200890869,1.4912593066692352,0.6208067316308243,1.0538210125379666,0.7812040441176471,0.3864430147058823,0.6498262971639633,1.683578222990036,0.5838235294117646,1.166702252626419,18
0.8150201612903226,0.4287494399641577,0.6121479713468141,1.491083646333346,0.6218848006272402,1.0516158126054271,0.7705422794117647,0.39944852941176473,0.6972710877656937,1.6841081202030181,0.5849954044117647,1.190689593553543,19
0.8203825044802868,0.42820340501792115,0.6035154179059049,1.483823569231136,0.624292954749104,1.0436694923267569,0.7659237132352941,0.3728400735294118,0.6712378412485123,1.75161754488945,0.5693818933823529,1.2114277064800263,20
0.8402637768817204,0.44939376120071683,0.557987513401175,1.4153017327990582,0.6448287690412186,0.9866446242217095,0.7960018382352941,0.4034007352941177,0.6066969990730285,1.629625952243805,0.5997012867647059,1.1181614875793457,21
0.8473902329749105,0.4540770609318996,0.5367862932303901,1.4038396445653771,0.6507336469534051,0.9703129709407847,0.8021139705882353,0.3955882352941177,0.5842271730303764,1.6699624180793762,0.5988511029411765,1.1270947962999345,22
