train_acc,train_loss,val_acc,val_loss,curr_epoch
0.10061052631578946,3.8634274,0.1584,3.4490304,0
0.21191578947368422,3.185637,0.2588,3.016469,1
0.30913684210526315,2.6922224,0.3268,2.6684964,2
0.3898736842105263,2.2818174,0.3844000000000001,2.3197882,3
0.4486315789473685,2.0111818,0.424,2.1701465,4
0.4936421052631579,1.8327721,0.472,1.9187348,5
0.5292210526315789,1.6795276,0.49959999999999993,1.8461114,6
0.5561263157894736,1.571774,0.5104,1.7436266,7
0.5806736842105263,1.4708748,0.5291999999999999,1.7065679,8
0.5974736842105264,1.3977939,0.5504,1.6658261,9
0.6163157894736843,1.3193587,0.5572,1.680209,10
0.6316210526315789,1.2579108,0.5748,1.63218,11
0.6462947368421053,1.2052436,0.588,1.5240344,12
0.6612,1.1563743,0.5984,1.4878327,13
0.6686947368421052,1.1209415,0.6,1.4317323,14
0.6803999999999999,1.0807161,0.5892,1.5213311,15
0.6918105263157895,1.0337342,0.5712,1.5970439,16
0.7011368421052632,1.0008228,0.6128,1.4299622,17
0.7117894736842105,0.9628732,0.604,1.5275607,18
0.7177263157894735,0.9350457,0.6164,1.4701482,19
0.7249894736842105,0.91303635,0.62,1.4673507,20
0.7317263157894737,0.88940805,0.6324,1.4033922,21
0.7373894736842105,0.8608153,0.6324000000000001,1.3987622,22
0.7430526315789473,0.84100807,0.6352,1.3915601,23
0.7478105263157895,0.82196885,0.6176,1.4504821,24
0.753978947368421,0.79585254,0.6068,1.535148,25
0.7598105263157894,0.7819621,0.6168,1.5423532,26
0.7641684210526316,0.76138645,0.6292,1.393136,27
0.7681894736842105,0.7457419,0.6348,1.4285055,28
0.7735368421052631,0.7258729,0.6216,1.5093135,29
0.7763999999999999,0.71249026,0.6368,1.4584415,30
0.7846105263157894,0.68691146,0.6347999999999999,1.4948497,31
0.7857894736842105,0.6851864,0.6332000000000001,1.4315622,32
0.7917894736842106,0.6642646,0.6356,1.4535469,33
0.7950526315789473,0.6556163,0.6260000000000001,1.4933132,34
0.7971578947368421,0.64089453,0.6367999999999999,1.4953078,35
0.8038736842105264,0.62421197,0.6368,1.4606371,36
0.8075578947368421,0.61070186,0.6284000000000001,1.4969248,37
0.8066315789473685,0.6098199,0.6404000000000001,1.4421754,38
0.8122947368421052,0.5907864,0.6388000000000001,1.4880737,39
0.8126947368421052,0.58664685,0.6472,1.5213252,40
0.8166947368421053,0.57492465,0.6472,1.4397321,41
0.8168631578947368,0.56591874,0.6496,1.4602063,42
0.8208842105263158,0.5586624,0.6488,1.5159378,43
0.8263578947368421,0.5437072,0.6436,1.5236778,44
0.8251578947368421,0.5427513,0.6528,1.4598697,45
0.8287789473684211,0.5290622,0.6556000000000001,1.4765525,46
0.8311157894736841,0.5291821,0.6628000000000001,1.4110471,47
0.8367789473684211,0.51252085,0.6444,1.5884975,48
0.8360421052631579,0.504905,0.6416,1.5324794,49
0.8381473684210526,0.5015661,0.6459999999999999,1.5586183,50
0.8420210526315789,0.4911803,0.6484000000000001,1.5242834,51
0.8431368421052632,0.4830115,0.65,1.5555551,52
0.8470526315789474,0.4743211,0.6632000000000001,1.5090837,53
0.8461684210526317,0.47372836,0.6404000000000001,1.6693602,54
0.8488631578947368,0.4666052,0.6612,1.5635369,55
0.8506105263157894,0.464129,0.6452,1.6222281,56
0.8526315789473684,0.45320877,0.6532000000000001,1.5878662,57
0.8526315789473684,0.45381334,0.6528,1.5899048,58
0.8512842105263159,0.454868,0.6544000000000001,1.5588568,59
0.854421052631579,0.44667628,0.6587999999999999,1.577166,60
0.8574105263157894,0.4328251,0.6507999999999999,1.5367987,61
0.8587368421052632,0.43826368,0.6664,1.4762578,62
0.8584842105263157,0.43290424,0.6387999999999999,1.6865486,63
0.8638526315789473,0.4256722,0.6452,1.6294641,64
0.8630105263157893,0.41752198,0.6587999999999999,1.5661325,65
0.8623578947368421,0.42173767,0.6576000000000001,1.5046695,66
0.8644210526315789,0.41543424,0.6508000000000002,1.5598726,67
0.87,0.39708918,0.6555999999999998,1.570282,68
0.8653263157894736,0.40680972,0.6624,1.5798973,69
0.8662526315789474,0.40607312,0.6607999999999999,1.5940875,70
0.8734105263157895,0.39124247,0.6587999999999999,1.5139476,71
0.8720631578947369,0.39277872,0.6504000000000001,1.6774814,72
0.8718315789473684,0.39103535,0.6476000000000001,1.6451346,73
0.8730526315789473,0.38826114,0.6487999999999999,1.6159264,74
0.872736842105263,0.38926157,0.6636,1.6313382,75
0.8742105263157894,0.38630718,0.6544000000000001,1.571074,76
0.8780210526315789,0.37377658,0.6616,1.6408175,77
0.8778947368421054,0.37377864,0.6532000000000001,1.6427834,78
0.8748210526315788,0.3831346,0.6528,1.6526504,79
0.8786947368421053,0.3725342,0.6544,1.5713279,80
0.8795789473684211,0.3667876,0.652,1.5675026,81
0.8779157894736842,0.3696074,0.652,1.6665791,82
0.8845263157894737,0.35443622,0.6556000000000001,1.6142703,83
0.8784842105263158,0.36875746,0.6496000000000001,1.6888003,84
0.8793052631578947,0.36528477,0.6616000000000001,1.6050277,85
0.8829894736842105,0.354348,0.6464,1.7144997,86
0.8881052631578947,0.34632823,0.6756,1.5146277,87
0.8854105263157894,0.3486046,0.6708,1.5673714,88
0.8816210526315789,0.35843557,0.6556000000000001,1.5930793,89
0.8855157894736843,0.35122794,0.6596000000000001,1.6932709,90
0.8837684210526315,0.34872434,0.6616,1.6479094,91
0.8878736842105264,0.340838,0.6692,1.5999888,92
0.8869052631578946,0.3413891,0.6548,1.6401362,93
0.8850526315789473,0.34616494,0.6460000000000001,1.7693176,94
