train_acc,train_loss,val_acc,val_loss,curr_epoch
0.7826290882616487,0.62967646,0.8159696691176471,0.55131656,0
0.8560007840501792,0.4140305,0.8531939338235294,0.44624966,1
0.8797533042114696,0.3442649,0.8511488970588236,0.4531591,2
0.8925291218637992,0.30588713,0.8831801470588235,0.377318,3
0.9018397177419355,0.28288278,0.8715073529411764,0.39500624,4
0.9103592629928315,0.25412488,0.8852251838235293,0.36537844,5
0.9174927195340502,0.23197982,0.8747702205882353,0.40738147,6
0.9236601142473119,0.21499611,0.8791130514705883,0.3656662,7
0.9239331317204301,0.20974949,0.8855238970588235,0.38173935,8
0.9318856406810035,0.19101839,0.8921645220588236,0.3641371,9
0.9360859094982078,0.18006107,0.8770220588235293,0.40979043,10
0.9381580421146954,0.1744826,0.8837086397058824,0.41903538,11
0.9390120967741935,0.1671576,0.8946001838235293,0.38455242,12
0.9440454189068099,0.15508348,0.8706112132352942,0.44191346,13
0.9458445340501792,0.15127935,0.8903492647058824,0.391484,14
0.9494217629928315,0.14424735,0.8965073529411764,0.39880723,15
0.9501708109318997,0.13945976,0.8857077205882353,0.43201813,16
0.9513188844086021,0.1377873,0.8716452205882353,0.46103948,17
0.954861111111111,0.12886858,0.8444393382352942,0.6385101,18
0.947440636200717,0.1490868,0.8856617647058824,0.42327246,19
0.9551481294802868,0.12471821,0.8876148897058824,0.4182908,20
0.9736363127240143,0.07706047,0.9106617647058824,0.33555302,21
0.9790686603942653,0.062721655,0.9106617647058824,0.34507582,22
0.9823028673835126,0.053729538,0.9106158088235293,0.347732,23
0.9837099574372761,0.05028001,0.9110064338235293,0.35684392,24
0.9847740255376344,0.04768745,0.9113970588235294,0.34943217,25
0.9857190860215054,0.044422943,0.9110523897058824,0.36455637,26
0.9867481518817204,0.041150134,0.9075827205882353,0.36776847,27
0.9879032258064516,0.039442692,0.9101792279411764,0.37893477,28
0.9878472222222223,0.038143508,0.9121783088235293,0.3699438,29
0.9881832437275986,0.036433857,0.9086626838235293,0.3748471,30
0.9893733198924731,0.034467246,0.9094439338235294,0.37839848,31
0.9897583445340502,0.034147117,0.9094898897058824,0.38712397,32
0.990276377688172,0.031100702,0.9129136029411764,0.40495086,33
0.9900313620071685,0.031167854,0.9082261029411764,0.39613754,34
0.9897443436379928,0.032531668,0.9094898897058824,0.39583927,35
0.9898353494623656,0.031181801,0.9064108455882354,0.3954621,36
0.9905773969534051,0.029047886,0.9083639705882354,0.4007237,37
0.9904653897849462,0.029804368,0.9067555147058824,0.40657306,38
0.9916274641577062,0.026652321,0.9094898897058824,0.40074405,39
0.9919214829749105,0.02677699,0.9091452205882353,0.4080475,40
0.9930905577956989,0.023554813,0.9106158088235293,0.4109003,41
0.9922785058243728,0.024630051,0.9122242647058825,0.40394083,42
0.9939096102150538,0.021218736,0.9094898897058824,0.40748382,43
0.9928875448028674,0.024279317,0.9087545955882353,0.4116695,44
0.9932655689964158,0.024399055,0.9090992647058824,0.41218787,45
0.9930275537634409,0.02268704,0.9106158088235293,0.40870947,46
0.9930205533154122,0.02294498,0.9087086397058824,0.40925708,47
0.9932795698924731,0.02171847,0.9098345588235294,0.40460318,48
0.9936995967741935,0.022031128,0.9106617647058824,0.41282663,49
