train_acc,train_loss,val_acc,val_loss,curr_epoch
0.7630736842105262,0.70104015,0.7968,0.62059504,0
0.8373894736842106,0.46151432,0.8291999999999998,0.5212831,1
0.8609473684210526,0.39875478,0.8395999999999999,0.49786347,2
0.874863157894737,0.35908678,0.8428,0.48042655,3
0.8845052631578947,0.32928205,0.8523999999999999,0.44275102,4
0.8937684210526315,0.3029155,0.8552,0.47056153,5
0.899621052631579,0.28477925,0.8552,0.44880393,6
0.9058947368421054,0.26519242,0.8632000000000001,0.41078854,7
0.9121684210526315,0.24914367,0.8496000000000001,0.47963083,8
0.9130736842105264,0.24376877,0.8640000000000001,0.44877097,9
0.9187578947368421,0.22938254,0.8688000000000001,0.46161827,10
0.9198947368421052,0.22435986,0.8595999999999999,0.45684642,11
0.9240631578947367,0.2117955,0.87,0.41818497,12
0.9274105263157895,0.20414403,0.8604,0.45835826,13
0.9287789473684209,0.19937558,0.862,0.45591956,14
0.93,0.19420038,0.8728,0.43838525,15
0.9547789473684211,0.13234335,0.8876,0.39703175,16
0.9633894736842106,0.107842565,0.8844,0.39721575,17
0.9657684210526316,0.1006822,0.8863999999999999,0.41543263,18
0.9671578947368421,0.09598505,0.8872,0.4115113,19
0.9688631578947369,0.09140744,0.8835999999999999,0.42355865,20
0.9688842105263158,0.088394664,0.8827999999999999,0.43291378,21
0.9708842105263159,0.084035024,0.8892,0.43901402,22
0.9717052631578947,0.081744015,0.8876000000000001,0.43532658,23
0.9737052631578949,0.076681465,0.8884000000000001,0.4401482,24
0.9749473684210527,0.07315956,0.8872,0.46895668,25
0.9752000000000001,0.071572706,0.8832000000000001,0.44894546,26
0.9751789473684211,0.07094942,0.8919999999999999,0.4607504,27
0.9762736842105264,0.06862777,0.8876000000000001,0.44726017,28
0.9752842105263159,0.068683825,0.8876,0.46542156,29
0.9775789473684211,0.06473443,0.8896,0.46087602,30
0.9816000000000001,0.054005325,0.8859999999999999,0.45897853,31
0.983263157894737,0.049695443,0.8892,0.4607112,32
0.9839368421052633,0.049248945,0.888,0.47001216,33
0.9845263157894739,0.04796276,0.89,0.4658256,34
0.9849684210526317,0.047563307,0.888,0.46061486,35
0.9845894736842107,0.046510473,0.89,0.46147773,36
0.9846105263157896,0.047299612,0.8892000000000002,0.46155947,37
0.984505263157895,0.04611256,0.8888000000000001,0.4698291,38
0.9843578947368422,0.0462837,0.8880000000000001,0.46686393,39
0.9862947368421053,0.042267714,0.89,0.46898293,40
0.9863789473684211,0.04280568,0.8872,0.47206384,41
0.9861894736842106,0.042637546,0.8904000000000002,0.47680646,42
0.9859578947368421,0.043891706,0.8928,0.4799615,43
0.9858947368421054,0.043510612,0.8908,0.48347434,44
0.9868631578947371,0.041531008,0.892,0.4788974,45
0.9871578947368423,0.038852636,0.8896,0.4828061,46
0.9877894736842107,0.038466595,0.8880000000000001,0.48209044,47
0.9879368421052633,0.038217727,0.8916,0.48620975,48
0.9865052631578948,0.040093727,0.8896,0.48412782,49
