train_acc,train_loss,val_acc,val_loss,curr_epoch
0.7837001568100358,0.6287197,0.8181295955882353,0.5638211,0
0.8565608198924731,0.40895012,0.8338465073529411,0.48238668,1
0.880663362455197,0.3414592,0.8337545955882353,0.48297167,2
0.8921230958781362,0.3052869,0.8683823529411765,0.40901312,3
0.9010346662186379,0.28265455,0.8547564338235294,0.45894498,4
0.9117173499103943,0.25470927,0.8905101102941175,0.38656202,5
0.9176677307347669,0.23456667,0.8654411764705883,0.42238337,6
0.9199778785842293,0.22671118,0.8759880514705882,0.3985732,7
0.922071012544803,0.2192896,0.8812270220588235,0.39619258,8
0.9278113799283154,0.20282635,0.8671185661764707,0.45082206,9
0.9314586133512546,0.19049208,0.8750229779411764,0.40471825,10
0.936554939516129,0.178428,0.8687729779411765,0.42792177,11
0.938529065860215,0.17561857,0.8912913602941176,0.37512618,12
0.9390120967741935,0.17289898,0.8886948529411764,0.38292533,13
0.942631328405018,0.16269591,0.8797564338235293,0.42205065,14
0.941665266577061,0.16145898,0.8869255514705883,0.3759629,15
0.9431773633512546,0.1604707,0.8853170955882353,0.4049433,16
0.9440594198028674,0.15814808,0.8661305147058824,0.51863444,17
0.9451654905913979,0.15495473,0.8843060661764707,0.42794514,18
0.9426173275089605,0.16257453,0.8784926470588236,0.4504388,19
0.946341565860215,0.14938056,0.8949448529411764,0.38367072,20
0.9732932907706093,0.07882652,0.9240579044117647,0.2710214,21
0.9808117719534051,0.06006817,0.9252297794117647,0.27435908,22
0.9827158938172043,0.052580073,0.9228400735294118,0.27409655,23
0.9851940524193549,0.04670078,0.9260569852941176,0.27333906,24
0.9861181115591398,0.04292576,0.9264016544117647,0.27761778,25
0.9870211693548387,0.039759934,0.9228860294117647,0.2864868,26
0.9880712365591398,0.0371251,0.9252297794117647,0.28262103,27
0.9882742495519713,0.03717427,0.9283547794117647,0.28485566,28
0.989205309139785,0.035296377,0.9264016544117647,0.28183287,29
0.9896953405017922,0.03234012,0.9279181985294118,0.29095048,30
0.9897723454301075,0.03232897,0.9260110294117647,0.29447338,31
0.9908084117383513,0.030761367,0.9298713235294118,0.29591855,32
0.9908434139784946,0.028937967,0.9271369485294118,0.3063231,33
0.9912844422043011,0.027196959,0.9279641544117647,0.30584314,34
0.9921314964157707,0.025686279,0.9291360294117647,0.30721846,35
0.991949484767025,0.026451048,0.9290441176470589,0.32264718,36
0.9921734991039427,0.025523985,0.9283547794117647,0.30751652,37
0.9928245407706093,0.023329252,0.9291819852941176,0.32084972,38
0.9930975582437277,0.023304503,0.9279641544117647,0.32501587,39
0.9930905577956989,0.022909667,0.9295266544117646,0.32007465,40
0.9937205981182796,0.019748252,0.9280101102941176,0.3254848,41
0.9944836469534051,0.019517008,0.9295726102941175,0.32115918,42
0.9946026545698925,0.018556284,0.9279641544117647,0.3214639,43
0.9947146617383513,0.017842371,0.9287913602941176,0.32799715,44
0.9940146169354839,0.01992297,0.9260569852941176,0.32477027,45
0.9951906922043011,0.01728346,0.9260569852941176,0.3255105,46
0.9948406698028674,0.018299632,0.9291819852941176,0.32558697,47
0.9951906922043011,0.01757493,0.9276194852941175,0.32012725,48
0.9947706653225806,0.017376265,0.9272288602941176,0.32009956,49
