train_acc,train_loss,val_acc,val_loss,curr_epoch
0.7268842105263158,0.7810275,0.7587999999999999,0.7492414,0
0.8029473684210527,0.5636143,0.8172,0.5568855,1
0.8259789473684211,0.49122834,0.8148000000000001,0.5421371,2
0.8433894736842106,0.44392425,0.8340000000000001,0.49526215,3
0.8549473684210527,0.40922782,0.8284,0.5199128,4
0.8672210526315789,0.37598723,0.8268000000000001,0.5443958,5
0.8743578947368421,0.3556142,0.8319999999999999,0.5142696,6
0.8806105263157895,0.3324578,0.8408,0.47546047,7
0.8888210526315791,0.3161677,0.8560000000000001,0.47553578,8
0.8926947368421053,0.30133724,0.8491999999999998,0.47747502,9
0.8985473684210528,0.28599897,0.8567999999999999,0.4575652,10
0.9010105263157895,0.2782679,0.8543999999999999,0.47261855,11
0.9071578947368422,0.25972536,0.8440000000000001,0.51362413,12
0.9098736842105264,0.25331044,0.8211999999999999,0.63538593,13
0.9116210526315789,0.24848579,0.8443999999999998,0.5146881,14
0.9145473684210526,0.23620638,0.8432,0.5242774,15
0.9181894736842104,0.23003353,0.8375999999999999,0.5693882,16
0.9196842105263158,0.22350037,0.8472,0.49523774,17
0.9228421052631579,0.2168361,0.8427999999999999,0.52098835,18
0.9237684210526315,0.21266614,0.8424,0.5553677,19
0.9249684210526317,0.20696445,0.8468000000000001,0.51334727,20
0.9514105263157894,0.1407285,0.8647999999999999,0.45096764,21
0.9583157894736843,0.12226473,0.8716000000000002,0.45376134,22
0.9614526315789473,0.11550715,0.8708,0.45916036,23
0.9629263157894736,0.10799415,0.8716000000000002,0.46729034,24
0.9661684210526317,0.102854595,0.8732000000000001,0.47134498,25
0.966442105263158,0.10034014,0.8752,0.48925304,26
0.9679157894736843,0.09490584,0.8739999999999999,0.48850968,27
0.9685473684210527,0.09138144,0.8740000000000001,0.48778033,28
0.968842105263158,0.09137941,0.8764,0.49024403,29
0.9702315789473684,0.09039138,0.872,0.49812818,30
0.9713473684210526,0.085136704,0.8675999999999999,0.51445043,31
0.9721684210526318,0.0816348,0.8719999999999999,0.51033926,32
0.9722105263157895,0.08146809,0.8735999999999998,0.50600785,33
0.9723157894736842,0.08050675,0.8772,0.5114243,34
0.9725894736842106,0.080132656,0.8712000000000001,0.5163065,35
0.9737263157894737,0.07519801,0.8684000000000001,0.5245968,36
0.9737263157894738,0.07622837,0.868,0.52615446,37
0.9750526315789476,0.07267661,0.8728,0.5223929,38
0.9762315789473685,0.07138664,0.8744000000000001,0.5325322,39
0.9771157894736842,0.06862434,0.8739999999999999,0.5411799,40
0.9774526315789475,0.06690931,0.872,0.5392729,41
0.9790736842105263,0.063810654,0.8744,0.5307103,42
0.9794736842105266,0.063301384,0.8736,0.5336123,43
0.9782736842105264,0.06451213,0.8736,0.535669,44
0.9802315789473685,0.060320836,0.8747999999999999,0.5329783,45
0.9786947368421053,0.063017145,0.8747999999999999,0.5395304,46
0.9792421052631579,0.062301088,0.8744,0.5371077,47
0.9794947368421052,0.06242127,0.8747999999999999,0.53782445,48
0.9795578947368422,0.061868478,0.8728,0.53402853,49
